"","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","crawlId","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","fullCountry","furtherInformationURL","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http://rs.tdwg.org/dwc/terms/sampleSizeUnit","http://rs.tdwg.org/dwc/terms/sampleSizeValue","http://unknown.org/habitatproperty","http://unknown.org/nick","http://unknown.org/occurrenceDetails","http://unknown.org/recordEnteredBy","http://unknown.org/recordId","identificationID","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","installationKey","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationID","locationRemarks","lon","materialSampleID","modified","month","municipality","namePublishedIn","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","organismName","organismRemarks","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentEventID","phylum","phylumKey","preparations","previousIdentifications","programmeAcronym","projectId","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","sampleSizeUnit","samplingProtocol","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate"
"159","Spodoptera litura Fabricius, 1775",5109882,NA,"Auckland",NA,NA,NA,NA,"HUMAN_OBSERVATION","43021835","Insecta",216,"Auckland, New Zealand","Observations",NA,NA,16,"New Zealand",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-24T02:55:55",24,NA,NA,NA,NA,NA,NA,"2020-04-24T14:49:32",NA,NA,"02:49:32Z","Noctuidae",7015,NA,"New Zealand",NA,"2611200485","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sandramaclean","https://www.inaturalist.org/observations/43021835",NA,NA,"97252477",NA,NA,"sandramaclean","43021835",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"NZ","2611200485","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:39:55.514+0000","2020-10-11T14:39:55.514+0000",-36.899034,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,174.700369,NA,"2020-07-11T05:31:27.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/43021835",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","sandramaclean",NA,"https://www.inaturalist.org/observations/43021835","© sandramaclean some rights reserved","sandramaclean",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"Fri Apr 24 2020 14:49:32 GMT+1200 (GMT+12)","Donegal Street, Avondale, Auckland, NZ",NA,NA,2020,2020-10-17
"160","Spodoptera litura Fabricius, 1775",5109882,NA,"New South Wales",NA,NA,NA,NA,"HUMAN_OBSERVATION","43277705","Insecta",216,"New South Wales, Australia","Observations",NA,NA,4,"Australia",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-25T08:36:06",20,NA,NA,NA,NA,NA,NA,"2020-04-20T22:16:00",NA,NA,"12:16:00Z","Noctuidae",7015,NA,"Australia",NA,"2611208023","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cher63","https://www.inaturalist.org/observations/43277705",NA,NA,"97671604",NA,NA,"Cherylyn Riley","43277705",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"AU","2611208023","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:20:00.608+0000","2020-10-11T14:20:00.608+0000",-31.900969,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,152.526029,NA,"2020-04-25T11:41:57.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/43277705",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Cherylyn Riley",NA,"https://www.inaturalist.org/observations/43277705","© Cherylyn Riley some rights reserved","Cherylyn Riley",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/20 10:16 PM AEST","Cundletown NSW 2430, Australia",NA,NA,2020,2020-10-17
"162","Spodoptera litura Fabricius, 1775",5109882,NA,"Western Australia",NA,NA,NA,NA,"HUMAN_OBSERVATION","43729891","Insecta",216,"Western Australia, Australia","Observations",NA,NA,NA,"Australia",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-26T21:02:17",24,NA,NA,NA,NA,NA,NA,"2020-04-24T20:38:50",NA,NA,"12:38:50Z","Noctuidae",7015,NA,"Australia",NA,"2611235702","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ellyne","https://www.inaturalist.org/observations/43729891",NA,NA,"98372116",NA,NA,"Ellyne Geurts","43729891",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"AU","2611235702","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:20:44.154+0000","2020-10-11T14:20:44.154+0000",-17.5125,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,126.109444,NA,"2020-04-26T21:23:29.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/43729891",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Ellyne Geurts",NA,"https://www.inaturalist.org/observations/43729891","© Ellyne Geurts some rights reserved","Ellyne Geurts",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020-04-24 8:38:50 PM GMT+08:00","King Leopold Ranges WA 6728, Australia",NA,NA,2020,2020-10-17
"163","Spodoptera litura Fabricius, 1775",5109882,NA,"Taiwan",NA,NA,NA,NA,"HUMAN_OBSERVATION","43904475","Insecta",216,"Taiwan, Taiwan","Observations",NA,NA,212,"Taiwan",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-28T02:01:34",25,NA,NA,NA,NA,NA,NA,"2020-04-25T10:45:00",NA,NA,"02:45:00Z","Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2611244214","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"helen0","https://www.inaturalist.org/observations/43904475",NA,NA,"98910870",NA,NA,"Eric Tsai","43904475",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"TW","2611244214","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:44:58.779+0000","2020-10-11T14:44:58.779+0000",24.706227,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,121.157367,NA,"2020-05-11T14:40:52.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/43904475",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Helen Lin",NA,"https://www.inaturalist.org/observations/43904475","© Helen Lin some rights reserved","Helen Lin",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/25 10:45 AM CST","<U+8352><U+91CE><U+6CB9><U+7F85><U+8001><U+5C4B> <U+53F0><U+7063><U+65B0><U+7AF9><U+7E23>",NA,NA,2020,2020-10-17
"166","Spodoptera litura Fabricius, 1775",5109882,NA,"New South Wales",NA,NA,NA,NA,"HUMAN_OBSERVATION","43551123","Insecta",216,"New South Wales, Australia","Observations",NA,NA,4,"Australia",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-26T05:47:08",24,NA,NA,NA,NA,NA,NA,"2020-04-24T22:38:00",NA,NA,"12:38:00Z","Noctuidae",7015,NA,"Australia",NA,"2611291202","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cher63","https://www.inaturalist.org/observations/43551123",NA,NA,"98090285",NA,NA,"Cherylyn Riley","43551123",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"AU","2611291202","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:20:56.437+0000","2020-10-11T14:20:56.437+0000",-31.900974,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,152.52603,NA,"2020-04-26T07:56:55.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/43551123",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Cherylyn Riley",NA,"https://www.inaturalist.org/observations/43551123","© Cherylyn Riley some rights reserved","Cherylyn Riley",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/24 10:38 PM AEST","Cundletown NSW 2430, Australia",NA,NA,2020,2020-10-17
"167","Spodoptera litura Fabricius, 1775",5109882,NA,"Auckland",NA,NA,NA,NA,"HUMAN_OBSERVATION","43532168","Insecta",216,"Auckland, New Zealand","Observations",NA,NA,NA,"New Zealand",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-26T03:21:08",26,NA,NA,NA,NA,NA,NA,"2020-04-26T14:20:00",NA,NA,"02:20:00Z","Noctuidae",7015,NA,"New Zealand",NA,"2611341981","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nhudson","https://www.inaturalist.org/observations/43532168",NA,NA,"98052411",NA,NA,"Neville Hudson","43532168",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"NZ","2611341981","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:19:50.962+0000","2020-10-11T14:19:50.962+0000",-36.863519,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,174.759797,NA,"2020-04-26T03:25:47.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/43532168","On shop window in sun. Lockdown walk","PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Neville Hudson",NA,"https://www.inaturalist.org/observations/43532168","© Neville Hudson some rights reserved","Neville Hudson",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/26 2:20 PM NZST","Eden Terrace, Auckland, New Zealand",NA,NA,2020,2020-10-17
"170","Spodoptera litura Fabricius, 1775",5109882,NA,NA,"<U+82D7><U+6817><U+7E23>","http://twmoth.tesri.gov.tw/peo/FBMothInfo/332869",NA,NA,"HUMAN_OBSERVATION","332869","Insecta",216,"<U+516B><U+7532><U+4F11><U+606F><U+7AD9>, <U+82D7><U+6817><U+7E23>, Taiwan",NA,NA,NA,NA,"Taiwan",151,NA,NA,NA,"e0b8cb67-6667-423d-ab71-08021b6485f3",NA,NA,25,NA,NA,NA,NA,NA,NA,"2020-04-25T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2611500689","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TwMoth332869",1,NA,"08eefeeb-e20f-4482-8e0f-f218547e2f50","tesri",NA,"TW","2611500689","Animalia",1,NA,"2020-09-27T01:31:04.090+0000","2020-09-27T01:34:01.534+0000","2020-09-27T01:34:01.534+0000",24.548667,"http://creativecommons.org/licenses/by/4.0/legalcode","ADULT","<U+516B><U+7532><U+4F11><U+606F><U+7AD9>",NA,NA,120.792139,NA,NA,4,"<U+82D7><U+6817><U+5E02>",NA,NA,"TwMoth332869",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","TW","7c07cec1-2925-443c-81f1-333e4187bdea","<U+5289><U+52DD><U+923A>",NA,NA,NA,NA,NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,NA,5109882,"ACCEPTED","SPECIES",NA,"197",NA,NA,NA,"<U+659C><U+7D0B><U+591C><U+86FE>",2020,2020-10-17
"171","Spodoptera litura Fabricius, 1775",5109882,NA,NA,"<U+65B0><U+7AF9><U+7E23>","http://twmoth.tesri.gov.tw/peo/FBMothInfo/332207",NA,NA,"HUMAN_OBSERVATION","332207","Insecta",216,"<U+589E><U+660C><U+5BAE>(<U+6A6B><U+5C71>), <U+65B0><U+7AF9><U+7E23>, Taiwan",NA,NA,NA,NA,"Taiwan",151,NA,NA,NA,"e0b8cb67-6667-423d-ab71-08021b6485f3",NA,NA,24,NA,NA,NA,NA,NA,NA,"2020-04-24T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2611504655","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TwMoth332207",1,NA,"08eefeeb-e20f-4482-8e0f-f218547e2f50","tesri",NA,"TW","2611504655","Animalia",1,NA,"2020-09-27T01:31:04.090+0000","2020-09-27T01:34:01.964+0000","2020-09-27T01:34:01.964+0000",24.70442,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"<U+589E><U+660C><U+5BAE>(<U+6A6B><U+5C71>)",NA,NA,121.156753,NA,NA,4,"<U+6A6B><U+5C71><U+9109>",NA,NA,"TwMoth332207",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","TW","7c07cec1-2925-443c-81f1-333e4187bdea","<U+8B1D><U+745E><U+73CD>",NA,NA,NA,NA,NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,NA,5109882,"ACCEPTED","SPECIES",NA,"201",NA,NA,NA,"<U+659C><U+7D0B><U+591C><U+86FE>",2020,2020-10-17
"173","Spodoptera litura Fabricius, 1775",5109882,NA,NA,"<U+53F0><U+4E2D><U+5E02>","http://twmoth.tesri.gov.tw/peo/FBMothInfo/334636",NA,NA,"HUMAN_OBSERVATION","334636","Insecta",216,"<U+6148><U+6FDF><U+91AB><U+9662>(<U+53F0><U+4E2D>), <U+53F0><U+4E2D><U+5E02>, Taiwan",NA,NA,NA,NA,"Taiwan",151,NA,NA,NA,"e0b8cb67-6667-423d-ab71-08021b6485f3",NA,NA,4,NA,NA,NA,NA,NA,NA,"2020-04-04T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2611505780","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TwMoth334636",1,NA,"08eefeeb-e20f-4482-8e0f-f218547e2f50","tesri",NA,"TW","2611505780","Animalia",1,NA,"2020-09-27T01:31:04.090+0000","2020-09-27T01:34:02.124+0000","2020-09-27T01:34:02.124+0000",24.195715,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"<U+6148><U+6FDF><U+91AB><U+9662>(<U+53F0><U+4E2D>)",NA,NA,120.721792,NA,NA,4,"<U+6F6D><U+5B50><U+5340>",NA,NA,"TwMoth334636",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","TW","7c07cec1-2925-443c-81f1-333e4187bdea","<U+8CF4><U+5FD7><U+967D>",NA,NA,NA,NA,NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,NA,5109882,"ACCEPTED","SPECIES",NA,"173",NA,NA,NA,"<U+659C><U+7D0B><U+591C><U+86FE>",2020,2020-10-17
"174","Spodoptera litura Fabricius, 1775",5109882,NA,NA,"<U+65B0><U+5317><U+5E02>","http://twmoth.tesri.gov.tw/peo/FBMothInfo/333419",NA,NA,"HUMAN_OBSERVATION","333419","Insecta",216,"<U+4E94><U+83EF><U+570B><U+5C0F>, <U+65B0><U+5317><U+5E02>, Taiwan",NA,NA,NA,NA,"Taiwan",151,NA,NA,NA,"e0b8cb67-6667-423d-ab71-08021b6485f3",NA,NA,1,NA,NA,NA,NA,NA,NA,"2020-04-01T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2611509708","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TwMoth333419",1,NA,"08eefeeb-e20f-4482-8e0f-f218547e2f50","tesri",NA,"TW","2611509708","Animalia",1,NA,"2020-09-27T01:31:04.090+0000","2020-09-27T01:34:06.464+0000","2020-09-27T01:34:06.464+0000",25.088247,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"<U+4E94><U+83EF><U+570B><U+5C0F>",NA,NA,121.491666,NA,NA,4,"<U+4E09><U+91CD><U+5340>",NA,NA,"TwMoth333419",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","TW","7c07cec1-2925-443c-81f1-333e4187bdea","Hung-fu Kuo",NA,NA,NA,NA,NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,NA,5109882,"ACCEPTED","SPECIES",NA,"5",NA,NA,NA,"<U+659C><U+7D0B><U+591C><U+86FE>",2020,2020-10-17
"175","Spodoptera litura Fabricius, 1775",5109882,NA,NA,"<U+5F70><U+5316><U+7E23>","http://twmoth.tesri.gov.tw/peo/FBMothInfo/334807",NA,NA,"HUMAN_OBSERVATION","334807","Insecta",216,"<U+5F70><U+5316><U+7E23><U+8EAB><U+5FC3><U+969C><U+7919><U+798F><U+5229><U+670D><U+52D9><U+4E2D><U+5FC3>, <U+5F70><U+5316><U+7E23>, Taiwan",NA,NA,NA,NA,"Taiwan",151,NA,NA,NA,"e0b8cb67-6667-423d-ab71-08021b6485f3",NA,NA,6,NA,NA,NA,NA,NA,NA,"2020-04-06T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2611511776","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TwMoth334807",1,NA,"08eefeeb-e20f-4482-8e0f-f218547e2f50","tesri",NA,"TW","2611511776","Animalia",1,NA,"2020-09-27T01:31:04.090+0000","2020-09-27T01:34:04.392+0000","2020-09-27T01:34:04.392+0000",23.893583,"http://creativecommons.org/licenses/by/4.0/legalcode","ADULT","<U+5F70><U+5316><U+7E23><U+8EAB><U+5FC3><U+969C><U+7919><U+798F><U+5229><U+670D><U+52D9><U+4E2D><U+5FC3>",NA,NA,120.536028,NA,NA,4,"<U+7530><U+5C3E><U+9109>",NA,NA,"TwMoth334807",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","TW","7c07cec1-2925-443c-81f1-333e4187bdea","Oryza Shyu",NA,NA,NA,NA,NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,NA,5109882,"ACCEPTED","SPECIES",NA,"35",NA,NA,NA,"<U+659C><U+7D0B><U+591C><U+86FE>",2020,2020-10-17
"177","Spodoptera litura Fabricius, 1775",5109882,NA,"Taipei",NA,NA,NA,NA,"HUMAN_OBSERVATION","44968650","Insecta",216,"Taipei, Taiwan","Observations",NA,NA,202,"Taiwan",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-05-05T12:37:02",25,NA,NA,NA,NA,NA,NA,"2020-04-25T23:35:00",NA,NA,"15:35:00Z","Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2619949426","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"shaurong","https://www.inaturalist.org/observations/44968650",NA,NA,"100969001",NA,NA,"shaurong","44968650",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"TW","2619949426","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:30:02.389+0000","2020-10-11T14:30:02.389+0000",24.979824,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,121.586626,NA,"2020-05-05T14:54:17.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/44968650",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","shaurong",NA,"https://www.inaturalist.org/observations/44968650","© shaurong some rights reserved","shaurong",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/25 11:35 PM CST","116<U+53F0><U+7063><U+53F0><U+5317><U+5E02><U+6587><U+5C71><U+5340><U+842C><U+58FD><U+8DEF>115<U+865F>",NA,NA,2020,2020-10-17
"180","Spodoptera litura Fabricius, 1775",5109882,NA,"Taiwan",NA,NA,NA,NA,"HUMAN_OBSERVATION","44744072","Insecta",216,"Taiwan, Taiwan","Observations",NA,NA,NA,"Taiwan",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-05-04T00:03:15",25,NA,NA,NA,NA,NA,NA,"2020-04-25T06:34:00",NA,NA,"22:34:00Z","Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2619969726","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stevenson1002","https://www.inaturalist.org/observations/44744072",NA,NA,"100626479",NA,NA,"<U+5229><U+627F><U+62D4>","44744072",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"TW","2619969726","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:29:54.351+0000","2020-10-11T14:29:54.351+0000",24.539671,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,120.946578,NA,"2020-05-06T16:58:31.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/44744072",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","<U+5229><U+627F><U+62D4>",NA,"https://www.inaturalist.org/observations/44744072","© <U+5229><U+627F><U+62D4> some rights reserved","<U+5229><U+627F><U+62D4>",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/25 6:34 AM CST","Miaoli, Taiwan, Taiwan",NA,NA,2020,2020-10-17
"181","Spodoptera litura Fabricius, 1775",5109882,NA,"Hawke's Bay",NA,NA,NA,NA,"HUMAN_OBSERVATION","44699716","Insecta",216,"Hawke's Bay, New Zealand","Observations",NA,NA,15635,"New Zealand",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-05-03T20:00:29",25,NA,NA,NA,NA,NA,NA,"2020-04-25T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"New Zealand",NA,"2620033362","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oliviamuir","https://www.inaturalist.org/observations/44699716",NA,NA,"100561501",NA,NA,"Ryan Bauckham","44699716",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"NZ","2620033362","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:34:15.189+0000","2020-10-11T14:34:15.189+0000",-39.509695,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,176.789679,NA,"2020-05-03T20:00:29.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/44699716",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","oliviamuir",NA,"https://www.inaturalist.org/observations/44699716","© oliviamuir some rights reserved","oliviamuir",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020-04-25","puketapu",NA,NA,2020,2020-10-17
