"","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","crawlId","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","fullCountry","furtherInformationURL","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http://rs.tdwg.org/dwc/terms/sampleSizeUnit","http://rs.tdwg.org/dwc/terms/sampleSizeValue","http://unknown.org/habitatproperty","http://unknown.org/nick","http://unknown.org/occurrenceDetails","http://unknown.org/recordEnteredBy","http://unknown.org/recordId","identificationID","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","installationKey","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationID","locationRemarks","lon","materialSampleID","modified","month","municipality","namePublishedIn","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","organismName","organismRemarks","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentEventID","phylum","phylumKey","preparations","previousIdentifications","programmeAcronym","projectId","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","sampleSizeUnit","samplingProtocol","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate"
"142","Spodoptera litura Fabricius, 1775",5109882,NA,"New South Wales",NA,NA,NA,NA,"HUMAN_OBSERVATION","42820830","Insecta",216,"New South Wales, Australia","Observations",NA,NA,5577,"Australia",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-22T04:34:51",22,NA,NA,NA,NA,NA,NA,"2020-04-22T14:31:08",NA,NA,"04:31:08Z","Noctuidae",7015,NA,"Australia",NA,"2609180351","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lifeisamazing","https://www.inaturalist.org/observations/42820830",NA,NA,"96854348",NA,NA,"lifeisamazing","42820830",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"AU","2609180351","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:20:32.888+0000","2020-10-11T14:20:32.888+0000",-31.43304,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,152.9,NA,"2020-04-22T05:59:49.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/42820830",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","lifeisamazing",NA,"https://www.inaturalist.org/observations/42820830","© lifeisamazing some rights reserved","lifeisamazing",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020-04-22 2:31:08 PM GMT+10:00","Port Macquarie",NA,NA,2020,2020-10-17
"143","Spodoptera litura Fabricius, 1775",5109882,NA,"Taichung",NA,NA,NA,NA,"HUMAN_OBSERVATION","42720939","Insecta",216,"Taichung, Taiwan","Observations",NA,NA,203,"Taiwan",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-21T00:52:09",16,NA,NA,NA,NA,NA,NA,"2020-04-16T15:00:00",NA,NA,"07:00:00Z","Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2609222716","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"max822","https://www.inaturalist.org/observations/42720939",NA,NA,"96637922",NA,NA,"<U+7F85><U+5FE0><U+826F>","42720939",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"TW","2609222716","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:45:05.751+0000","2020-10-11T14:45:05.751+0000",24.206252,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,120.820174,NA,"2020-04-21T04:04:19.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/42720939",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","<U+7F85><U+5FE0><U+826F>",NA,"https://www.inaturalist.org/observations/42720939","© <U+7F85><U+5FE0><U+826F> some rights reserved","<U+7F85><U+5FE0><U+826F>",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/16 3:00 PM CST","426<U+53F0><U+7063><U+53F0><U+4E2D><U+5E02><U+65B0><U+793E><U+5340><U+8208><U+793E><U+8857><U+4E00><U+6BB5><U+570B><U+6821><U+5DF7>13<U+865F>",NA,NA,2020,2020-10-17
"144","Spodoptera litura Fabricius, 1775",5109882,NA,"Queensland",NA,NA,NA,NA,"HUMAN_OBSERVATION","42558716","Insecta",216,"Queensland, Australia","Observations",NA,NA,NA,"Australia",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-21T23:36:27",19,NA,NA,NA,NA,NA,NA,"2020-04-19T17:53:26",NA,NA,"07:53:26Z","Noctuidae",7015,NA,"Australia",NA,"2609226484","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vintagepark","https://www.inaturalist.org/observations/42558716",NA,NA,"96815222",NA,NA,"Victor W Fazio III","42558716",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"AU","2609226484","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:20:53.659+0000","2020-10-11T14:20:53.659+0000",-27.579037,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,152.761183,NA,"2020-04-21T23:36:27.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/42558716",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","vintagepark",NA,"https://www.inaturalist.org/observations/42558716","© vintagepark some rights reserved","vintagepark",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"Sun Apr 19 2020 17:53:26 GMT+1000 (GMT+10)","Erin Patrick Memorial Park, North Ipswich, QLD, AU",NA,NA,2020,2020-10-17
"145","Spodoptera litura Fabricius, 1775",5109882,NA,"Auckland",NA,NA,NA,NA,"HUMAN_OBSERVATION","42885951","Insecta",216,"Auckland, New Zealand","Observations",NA,NA,NA,"New Zealand",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-22T20:25:47",20,NA,NA,NA,NA,NA,NA,"2020-04-20T10:12:00",NA,NA,"22:12:00Z","Noctuidae",7015,NA,"New Zealand",NA,"2609298243","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nhudson","https://www.inaturalist.org/observations/42885951",NA,NA,"96985828",NA,NA,"Neville Hudson","42885951",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"NZ","2609298243","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:45:06.125+0000","2020-10-11T14:45:06.125+0000",-36.853743,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,174.755334,NA,"2020-04-22T22:14:35.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/42885951","Attracted to light, 40w Actinic (Heath Trap). 19-20 April 2020","PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Neville Hudson",NA,"https://www.inaturalist.org/observations/42885951","© Neville Hudson some rights reserved","Neville Hudson",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/20 10:12 AM NZST","Freemans Bay, Auckland 1011, New Zealand",NA,NA,2020,2020-10-17
"146","Spodoptera litura Fabricius, 1775",5109882,NA,"New South Wales",NA,NA,NA,NA,"HUMAN_OBSERVATION","42466118","Insecta",216,"New South Wales, Australia","Observations",NA,NA,4,"Australia",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-18T12:25:10",17,NA,NA,NA,NA,NA,NA,"2020-04-17T22:50:00",NA,NA,"12:50:00Z","Noctuidae",7015,NA,"Australia",NA,"2609338854","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cher63","https://www.inaturalist.org/observations/42466118",NA,NA,"96118655",NA,NA,"Cherylyn Riley","42466118",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"AU","2609338854","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:38:10.259+0000","2020-10-11T14:38:10.259+0000",-31.900954,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,152.526048,NA,"2020-04-18T20:48:02.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/42466118",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Cherylyn Riley",NA,"https://www.inaturalist.org/observations/42466118","© Cherylyn Riley some rights reserved","Cherylyn Riley",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/17 10:50 PM AEST","Cundletown NSW 2430, Australia",NA,NA,2020,2020-10-17
"147","Spodoptera litura Fabricius, 1775",5109882,NA,"New South Wales",NA,NA,NA,NA,"HUMAN_OBSERVATION","42658146","Insecta",216,"New South Wales, Australia","Observations",NA,NA,977,"Australia",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-20T11:22:08",18,NA,NA,NA,NA,NA,NA,"2020-04-18T01:31:00",NA,NA,"15:31:00Z","Noctuidae",7015,NA,"Australia",NA,"2609353660","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dustaway","https://www.inaturalist.org/observations/42658146",NA,NA,"96507012",NA,NA,"Nicholas John Fisher","42658146",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"AU","2609353660","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:45:18.590+0000","2020-10-11T14:45:18.590+0000",-28.811367,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,153.288352,NA,"2020-04-20T12:16:39.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/42658146","<i>Spodoptera litura</i>","PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Nicholas John Fisher",NA,"https://www.inaturalist.org/observations/42658146","© Nicholas John Fisher some rights reserved","Nicholas John Fisher",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/18 1:31 AM AEST","Lismore NSW 2480, Australia",NA,NA,2020,2020-10-17
"148","Spodoptera litura Fabricius, 1775",5109882,NA,"Auckland",NA,NA,NA,NA,"HUMAN_OBSERVATION","43016947","Insecta",216,"Auckland, New Zealand","Observations",NA,NA,10,"New Zealand",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-24T01:53:05",24,NA,NA,NA,NA,NA,NA,"2020-04-24T13:50:58",NA,NA,"01:50:58Z","Noctuidae",7015,NA,"New Zealand",NA,"2610942596","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"normant","https://www.inaturalist.org/observations/43016947",NA,NA,"97243430",NA,NA,"Stephen Thorpe","43016947",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"NZ","2610942596","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:19:49.430+0000","2020-10-11T14:19:49.430+0000",-36.809285,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,174.738483,NA,"2020-07-11T05:31:51.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/43016947",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","normant",NA,"https://www.inaturalist.org/observations/43016947","© normant some rights reserved","normant",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"Fri Apr 24 2020 13:50:58 GMT+1200 (GMT+12)","Gladstone Road, Northcote, Auckland, NZ",NA,NA,2020,2020-10-17
"150","Spodoptera litura Fabricius, 1775",5109882,NA,"North",NA,NA,NA,NA,"HUMAN_OBSERVATION","43262679","Insecta",216,"North, Hong Kong","Observations",NA,NA,19,"Hong Kong",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-30T13:14:48",25,NA,NA,NA,NA,NA,NA,"2020-04-25T13:31:07",NA,NA,"05:31:07Z","Noctuidae",7015,NA,"Hong Kong",NA,"2610978027","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"alanyip","https://www.inaturalist.org/observations/43262679",NA,NA,"99637188",NA,NA,"ritafoo","43262679",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"HK","2610978027","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:20:03.605+0000","2020-10-11T14:20:03.605+0000",22.509927,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,114.178048,NA,"2020-05-11T14:42:23.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/43262679",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","alanyip",NA,"https://www.inaturalist.org/observations/43262679","© alanyip some rights reserved","alanyip",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020-04-25 1:31:07 PM GMT+08:00","San Uk Tsai Tsuen, Ping Che, Hong Kong",NA,NA,2020,2020-10-17
"151","Spodoptera litura Fabricius, 1775",5109882,NA,"Auckland",NA,NA,NA,NA,"HUMAN_OBSERVATION","43247334","Insecta",216,"Auckland, New Zealand","Observations",NA,NA,NA,"New Zealand",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-25T03:17:48",23,NA,NA,NA,NA,NA,NA,"2020-04-23T14:52:00",NA,NA,"02:52:00Z","Noctuidae",7015,NA,"New Zealand",NA,"2610998298","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nhudson","https://www.inaturalist.org/observations/43247334",NA,NA,"97612085",NA,NA,"Neville Hudson","43247334",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"NZ","2610998298","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:37:35.832+0000","2020-10-11T14:37:35.832+0000",-36.849902,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,174.754337,NA,"2020-04-25T04:00:52.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/43247334",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Neville Hudson",NA,"https://www.inaturalist.org/observations/43247334","© Neville Hudson some rights reserved","Neville Hudson",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/23 2:52 PM NZST","Auckland CBD, Auckland 1010, New Zealand",NA,NA,2020,2020-10-17
"152","Spodoptera litura Fabricius, 1775",5109882,NA,"Queensland",NA,NA,NA,NA,"HUMAN_OBSERVATION","43266299","Insecta",216,"Queensland, Australia","Observations",NA,NA,16,"Australia",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-25T06:15:42",18,NA,NA,NA,NA,NA,NA,"2020-04-18T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Australia",NA,"2611014298","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"peregrine80","https://www.inaturalist.org/observations/43266299",NA,NA,"97651129",NA,NA,"Rebecca Stroud","43266299",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"AU","2611014298","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:30:22.955+0000","2020-10-11T14:30:22.955+0000",-26.611493,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,153.025957,NA,"2020-04-25T08:15:01.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/43266299",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Rebecca Stroud",NA,"https://www.inaturalist.org/observations/43266299","© Rebecca Stroud some rights reserved","Rebecca Stroud",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/18 10:49 PM UTC","23 Whitecross Rd, Bli Bli QLD 4560, Australia",NA,NA,2020,2020-10-17
"153","Spodoptera litura Fabricius, 1775",5109882,NA,"Taiwan",NA,NA,NA,NA,"HUMAN_OBSERVATION","43625696","Insecta",216,"Taiwan, Taiwan","Observations",NA,NA,NA,"Taiwan",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-26T14:47:49",25,NA,NA,NA,NA,NA,NA,"2020-04-25T14:10:00",NA,NA,"06:10:00Z","Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2611014546","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jk2177","https://www.inaturalist.org/observations/43625696",NA,NA,"98215021",NA,NA,"jk2177","43625696",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"TW","2611014546","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:29:59.635+0000","2020-10-11T14:29:59.635+0000",24.831863,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,121.098325,NA,"2020-04-28T05:05:33.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/43625696",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","jk2177",NA,"https://www.inaturalist.org/observations/43625696","© jk2177 some rights reserved","jk2177",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/25 2:10 PM CST","Hsinchu County, Taiwan, Taiwan",NA,NA,2020,2020-10-17
"156","Spodoptera litura Fabricius, 1775",5109882,NA,"Taiwan",NA,NA,NA,NA,"HUMAN_OBSERVATION","44318120","Insecta",216,"Taiwan, Taiwan","Observations",NA,NA,202,"Taiwan",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-30T00:01:30",25,NA,NA,NA,NA,NA,NA,"2020-04-25T07:10:00",NA,NA,"23:10:00Z","Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2611097861","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"max822","https://www.inaturalist.org/observations/44318120",NA,NA,"99519750",NA,NA,"<U+7F85><U+5FE0><U+826F>","44318120",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"TW","2611097861","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:20:55.738+0000","2020-10-11T14:20:55.738+0000",24.541641,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,120.950515,NA,"2020-04-30T04:31:44.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/44318120",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","<U+7F85><U+5FE0><U+826F>",NA,"https://www.inaturalist.org/observations/44318120","© <U+7F85><U+5FE0><U+826F> some rights reserved","<U+7F85><U+5FE0><U+826F>",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/25 7:10 AM CST","354<U+53F0><U+7063><U+82D7><U+6817><U+7E23><U+7345><U+6F6D><U+9109><U+65B0><U+5E97><U+6751><U+5C0F><U+6771><U+52E2>24<U+865F>",NA,NA,2020,2020-10-17
"157","Spodoptera litura Fabricius, 1775",5109882,NA,"New South Wales",NA,NA,NA,NA,"HUMAN_OBSERVATION","44230932","Insecta",216,"New South Wales, Australia","Observations",NA,NA,4,"Australia",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-29T07:34:06",24,NA,NA,NA,NA,NA,NA,"2020-04-24T21:31:00",NA,NA,"11:31:00Z","Noctuidae",7015,NA,"Australia",NA,"2611104209","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vicfazio3","https://www.inaturalist.org/observations/44230932",NA,NA,"99308080",NA,NA,"Victor W Fazio III","44230932",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"AU","2611104209","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:41:35.649+0000","2020-10-11T14:41:35.649+0000",-31.941701,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,152.400887,NA,"2020-04-29T08:26:22.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/44230932",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Victor W Fazio III",NA,"https://www.inaturalist.org/observations/44230932","© Victor W Fazio III some rights reserved","Victor W Fazio III",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/24 9:31 PM AEST","Bull Hill, Tinonee NSW 2430, Australia",NA,NA,2020,2020-10-17
"158","Spodoptera litura Fabricius, 1775",5109882,NA,"Tuen Mun",NA,NA,NA,NA,"HUMAN_OBSERVATION","44135541","Insecta",216,"Tuen Mun, Hong Kong","Observations",NA,NA,86,"Hong Kong",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2020-04-28T15:59:17",26,NA,NA,NA,NA,NA,NA,"2020-04-26T10:49:00",NA,NA,"02:49:00Z","Noctuidae",7015,NA,"Hong Kong",NA,"2611177966","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pkyeung","https://www.inaturalist.org/observations/44135541",NA,NA,"99093651",NA,NA,"ritafoo","44135541",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"HK","2611177966","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:20:30.678+0000","2020-10-11T14:20:30.678+0000",22.409474,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,113.963078,NA,"2020-05-11T14:40:17.000+0000",4,NA,NA,NA,"https://www.inaturalist.org/observations/44135541",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","PK Yeung",NA,"https://www.inaturalist.org/observations/44135541","© PK Yeung some rights reserved","PK Yeung",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2020/04/26 10:49 AM HKT","Tuen Mun, Hong Kong",NA,NA,2020,2020-10-17
