"","acceptedNameUsage","acceptedScientificName","acceptedTaxonKey","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","collectionKey","continent","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","disposition","dynamicProperties","elevation","elevationAccuracy","eventDate","eventID","eventRemarks","family","familyKey","fieldNotes","fieldNumber","footprintSRS","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/language","http://unknown.org/rights","http://unknown.org/rightsHolder","identificationID","identificationRemarks","identifiedBy","identifier","individualCount","infraspecificEpithet","installationKey","institutionCode","institutionID","institutionKey","isInCluster","ISO2","iucnRedListCategory","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","locality","locationAccordingTo","locationRemarks","lon","materialSampleID","modified","month","municipality","namePublishedIn","namePublishedInYear","nomenclaturalCode","nomenclaturalStatus","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismQuantityType","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","programmeAcronym","projectId","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rightsHolder","samplingProtocol","scientificName","species","speciesKey","specificEpithet","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimIdentification","verbatimLocality","year","downloadDate"
"81",NA,"Alectra vogelii Benth.",3724340,NA,"Meru",NA,"PRESERVED_SPECIMEN",NA,NA,"Magnoliopsida",220,"Meru, Mbeyu- Meru., Meru, Kenya, AFRICA","EAH",NA,NA,"AFRICA",NA,"Kenya",9,NA,"5c9d65fc-dd85-44cd-add1-16590de266cb",NA,NA,NA,NA,NA,1627,NA,"1955-11-01T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"Kenya","3017827625","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,"Africa; Kenya; Meru","fd515d3a-b237-42de-bba6-760008580da5",NA,NA,NA,NA,NA,NA,"TRB0007184",NA,NA,"b75cac4b-10fd-424f-a4f7-7bae2657bf64","NMK",NA,"9e37bf7c-0304-4477-b506-e26fa6d5cf45",FALSE,"KE","NE",3017827625,"Plantae",6,NA,"2022-04-23T09:35:23.923+00:00","2022-09-08T14:34:43.689+00:00","2022-09-08T14:34:43.689+00:00",0.05,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Meru, Mbeyu- Meru.",NA,NA,37.65,NA,NA,11,NA,NA,NA,NA,NA,"TRB0007184",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,"60704 JRS-NMK","DWC_ARCHIVE","KE","fd515d3a-b237-42de-bba6-760008580da5",NA,"525",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,"decimal degrees",NA,NA,NA,NA,1955,2022-10-23
"82",NA,"Alectra vogelii Benth.",3724340,NA,"Meru",NA,"PRESERVED_SPECIMEN",NA,NA,"Magnoliopsida",220,"Meru, Mbeyu- Meru., Meru, Kenya, AFRICA","EAH",NA,NA,"AFRICA",NA,"Kenya",9,NA,"5c9d65fc-dd85-44cd-add1-16590de266cb",NA,NA,NA,NA,NA,NA,NA,"1955-11-01T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"Kenya","3049176344","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,"Africa; Kenya; Meru","fd515d3a-b237-42de-bba6-760008580da5",NA,NA,NA,NA,NA,NA,"TRB0009479",NA,NA,"b75cac4b-10fd-424f-a4f7-7bae2657bf64","NMK",NA,"9e37bf7c-0304-4477-b506-e26fa6d5cf45",FALSE,"KE","NE",3049176344,"Plantae",6,NA,"2022-04-23T09:35:23.923+00:00","2022-09-08T14:34:45.201+00:00","2022-09-08T14:34:45.201+00:00",0.05,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Meru, Mbeyu- Meru.","GAZ",NA,37.65,NA,NA,11,NA,NA,NA,NA,NA,"TRB0009479",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,"60704 JRS-NMK","DWC_ARCHIVE","KE","fd515d3a-b237-42de-bba6-760008580da5",NA,"525",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,"decimal degrees",NA,NA,NA,NA,1955,2022-10-23
"83",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0166787-0","Magnoliopsida",220,"RUSTENBURG DIST.; BARNARDSVLEI; BUFFELSHOEK ON MAGALIESBERG, South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,20,NA,NA,NA,NA,"1954-04-20T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3708000990","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142894",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3708000990,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:29.616+00:00","2022-09-09T03:13:29.616+00:00",-25.875,"http://creativecommons.org/licenses/by/4.0/legalcode","RUSTENBURG DIST.; BARNARDSVLEI; BUFFELSHOEK ON MAGALIESBERG",NA,NA,27.625,NA,NA,4,NA,NA,NA,NA,NA,"453142894",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Pole-Evans, IB","4782",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1954,2022-10-23
"84","Alectra vogelii Benth.","Alectra vogelii Benth.",3724340,"Pwani","Kisiju",NA,"PRESERVED_SPECIMEN",NA,"OROBANCH:SRS:1351","Magnoliopsida",220,"Kisiju, Pwani, Kisiju, Tanzania, AFRICA","Orobanchaceae","OROBANCH",NA,"AFRICA",NA,"Tanzania",40,NA,"e5dfbff2-8ce1-4393-8c51-cc9c678ec8be",NA,NA,18,NA,NA,NA,NA,"1953-09-18T00:00:00",NA,NA,"Orobanchaceae",6651,"Very common herb flowers yellow.",NA,NA,"Tanzania, United Republic of","3863879924","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"76905ca0-1e21-11de-9ca0-cd203b273f5d",NA,NA,NA,NA,NA,NA,"TanBIF:TAFORI-LSRC:OROBANCH:SRS:1351",1,NA,"c42b396d-62fe-42e3-a363-c533d7d3a145","TAFORI-LSRC","http://grscicoll.org/institution/tanzania-forestry-research-institute","47445a9b-02c2-4315-a2bb-9c9481814f0a",FALSE,"TZ","NE",3863879924,"Plantae",6,"en","2022-08-02T00:25:45.474+00:00","2022-09-09T10:07:01.551+00:00","2022-09-09T10:07:01.551+00:00",-7.392858,"http://creativecommons.org/licenses/by/4.0/legalcode","Kisiju",NA,NA,39.34138,NA,NA,9,"Kisarawe","Benth. In: DC. Prod. 10: 339.","1846",NA,NA,"TanBIF:TAFORI-LSRC:OROBANCH:SRS:1351",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,"BID","BID-AF2020-038-INS","DWC_ARCHIVE","TZ","76905ca0-1e21-11de-9ca0-cd203b273f5d","S.R.Semsei","SRS:1351",NA,"Tanzania Forestry Research Institute",NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,"Alectra vogelii",NA,1953,2022-10-23
"85",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0162209-0","Magnoliopsida",220,"NEWCASTLE DIST., South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,11,NA,NA,NA,NA,"1952-03-11T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3708594974","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142887",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3708594974,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:07.136+00:00","2022-09-09T03:13:07.136+00:00",-27.875,"http://creativecommons.org/licenses/by/4.0/legalcode","NEWCASTLE DIST.",NA,NA,29.875,NA,NA,3,NA,NA,NA,NA,NA,"453142887",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Hugo, D","PRE 41946",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1952,2022-10-23
"87","Alectra vogelii Benth.","Alectra vogelii Benth.",3724340,"Oyo State",NA,NA,"PRESERVED_SPECIMEN",NA,"25638","Magnoliopsida",220,"Oluwatedo., Oyo State, Nigeria, AFRICA",NA,NA,NA,"AFRICA",NA,"Nigeria",168,NA,"0e89ef93-34c2-4942-97f6-9d995edb1f8f",NA,NA,1,NA,NA,NA,NA,"1950-01-01T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"Nigeria","1990428180","Alectra","Alectra",3172194,"WGS84","Chukwuma E.C.","10/04/2019",NA,"Google Maps 2019","verified by data custodian","Farmland",NA,NA,"3dc9105b-6792-4d2f-8872-c60dded8ae20",NA,NA,NA,NA,NA,"Kew","FHI0025638",1,NA,"9a0789af-e49d-41c2-8f8a-ca77da95d820","Forest Herbarium Ibadan (FHI)",NA,NA,FALSE,"NG","NE",1990428180,"Plantae",6,NA,"2022-07-09T09:54:42.198+00:00","2022-09-08T11:46:05.837+00:00","2022-09-08T11:46:05.837+00:00",7.816667,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Oluwatedo.",NA,NA,3.766667,NA,NA,1,NA,NA,NA,NA,NA,"FHI0025638",NA,"PRESENT","Lamiales",408,"individuals",NA,NA,"Tracheophyta",7707728,NA,"BID","BID-AF2017-0210-NAC","DWC_ARCHIVE","NG","3dc9105b-6792-4d2f-8872-c60dded8ae20","Keay R.W.J.",NA,NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,"01/01/1950",NA,NA,1950,2022-10-23
"88","Alectra vogelii Benth.","Alectra vogelii Benth.",3724340,"Kwara State",NA,NA,"PRESERVED_SPECIMEN",NA,"19265","Magnoliopsida",220,"Oke-Opin., Kwara State, Nigeria, AFRICA",NA,NA,NA,"AFRICA",NA,"Nigeria",168,NA,"0e89ef93-34c2-4942-97f6-9d995edb1f8f",NA,NA,13,NA,NA,NA,NA,"1950-12-13T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"Nigeria","1990427490","Alectra","Alectra",3172194,"WGS84","Chukwuma E.C.","09/04/2019",NA,"Google Maps 2019","verified by data custodian","Farmland in savannah region",NA,NA,"3dc9105b-6792-4d2f-8872-c60dded8ae20",NA,NA,NA,NA,NA,"Kew H.B.","FHI0019265",1,NA,"9a0789af-e49d-41c2-8f8a-ca77da95d820","Forest Herbarium Ibadan (FHI)",NA,NA,FALSE,"NG","NE",1990427490,"Plantae",6,NA,"2022-07-09T09:54:42.198+00:00","2022-09-08T11:46:00.121+00:00","2022-09-08T11:46:00.121+00:00",7.8434,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Oke-Opin.",NA,NA,8.6367,NA,NA,12,NA,NA,NA,NA,NA,"FHI0019265",NA,"PRESENT","Lamiales",408,"individuals",NA,NA,"Tracheophyta",7707728,NA,"BID","BID-AF2017-0210-NAC","DWC_ARCHIVE","NG","3dc9105b-6792-4d2f-8872-c60dded8ae20","Ajayi M.O.",NA,NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,"13/12/1950",NA,NA,1950,2022-10-23
"89",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0166786-0","Magnoliopsida",220,"DONGOLA RES., South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,8,NA,NA,NA,NA,"1948-03-08T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3707994963","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142893",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3707994963,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:29.192+00:00","2022-09-09T03:13:29.192+00:00",-22.375,"http://creativecommons.org/licenses/by/4.0/legalcode","DONGOLA RES.",NA,NA,29.625,NA,NA,3,NA,NA,NA,NA,NA,"453142893",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Pole-Evans, IB","4574",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,2022-10-23
"90",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0166792-0","Magnoliopsida",220,"WARMBATHS; FARM NR. WARMBATHS, South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,12,NA,NA,NA,NA,"1948-04-12T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3707992992","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142897",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3707992992,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:29.210+00:00","2022-09-09T03:13:29.210+00:00",-24.875,"http://creativecommons.org/licenses/by/4.0/legalcode","WARMBATHS; FARM NR. WARMBATHS",NA,NA,28.375,NA,NA,4,NA,NA,NA,NA,NA,"453142897",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Res. Stn Towoomba","PRE 42142",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,2022-10-23
"93",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0162203-0","Magnoliopsida",220,"BRONKHORSTSPRUIT; RAYTON PO; KLEINFONTEIN, South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,9,NA,NA,NA,NA,"1946-03-09T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3708621966","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142871",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3708621966,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:06.977+00:00","2022-09-09T03:13:06.977+00:00",-25.7382,"http://creativecommons.org/licenses/by/4.0/legalcode","BRONKHORSTSPRUIT; RAYTON PO; KLEINFONTEIN",NA,NA,28.5315,NA,NA,3,NA,NA,NA,NA,NA,"453142871",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Botha, J","PRE 41937",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,2022-10-23
"94",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0166789-0","Magnoliopsida",220,"SANNIESHOFSE SKOOLPL, South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,NA,NA,NA,NA,NA,"1945-04-01T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3707992991","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142879",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3707992991,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:29.209+00:00","2022-09-09T03:13:29.209+00:00",-26.5412,"http://creativecommons.org/licenses/by/4.0/legalcode","SANNIESHOFSE SKOOLPL",NA,NA,25.8124,NA,NA,4,NA,NA,NA,NA,NA,"453142879",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Botha, P","43",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,2022-10-23
"95",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0162197-0","Magnoliopsida",220,"SANNIESHOFSE SKOOLPL, South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,NA,NA,NA,NA,NA,"1945-04-01T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3708592985","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142868",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3708592985,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:06.869+00:00","2022-09-09T03:13:06.869+00:00",-26.5412,"http://creativecommons.org/licenses/by/4.0/legalcode","SANNIESHOFSE SKOOLPL",NA,NA,25.8124,NA,NA,4,NA,NA,NA,NA,NA,"453142868",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Botha, P","43",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,2022-10-23
"97",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"BR0000019033334","Magnoliopsida",220,"Kisanji, Democratic Republic of the Congo","BR",NA,"6416a67f-3c3e-495c-8998-568f64249178",NA,NA,"Democratic Republic of the Congo",203,NA,"b740eaa0-0679-41dc-acb7-990d562dfa37","Meise Botanic Garden Herbarium",NA,18,NA,NA,NA,NA,"1945-12-18T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"Congo, Democratic Republic of the","1840367081","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"a344ee9f-f1b7-4761-be2c-58ee6d741395",NA,NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000019033334",NA,NA,"4c5fccfd-c052-42ec-97ab-a4657ec27751","MeiseBG","http://biocol.org/urn:lsid:biocol.org:col:15605","3b896e03-901d-4cc7-ac2b-61e0469521b0",FALSE,"CD","NE",1840367081,"Plantae",6,NA,"2022-05-10T13:53:29.341+00:00","2022-09-09T02:37:21.872+00:00","2022-09-09T02:37:21.872+00:00",-6.25,"http://creativecommons.org/licenses/by/4.0/legalcode","Kisanji",NA,NA,19.266667,NA,"2017-12-31T00:00:00.000+00:00",12,NA,NA,NA,"ICBN",NA,"http://www.botanicalcollections.be/specimen/BR0000019033334",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,"HerbariumSheet",NA,NA,"DWC_ARCHIVE","BE","a344ee9f-f1b7-4761-be2c-58ee6d741395","Renier M.","140A","http://www.botanicalcollections.be/specimen/BR0000019033334","Meise Botanic Garden",NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,NA,1945,2022-10-23
"98",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0162195-0","Magnoliopsida",220,"MIDDELBURG, South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,25,NA,NA,NA,NA,"1942-04-25T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3707993989","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142881",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3707993989,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:06.969+00:00","2022-09-09T03:13:06.969+00:00",-25.875,"http://creativecommons.org/licenses/by/4.0/legalcode","MIDDELBURG",NA,NA,29.375,NA,NA,4,NA,NA,NA,NA,NA,"453142881",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Extension Off.","PRE 41932",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,2022-10-23
"99",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0162204-0","Magnoliopsida",220,"SCHWEIZER-RENEKE, South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,NA,NA,NA,NA,NA,"1936-05-01T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3708582976","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142885",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3708582976,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:29.198+00:00","2022-09-09T03:13:29.198+00:00",-27.125,"http://creativecommons.org/licenses/by/4.0/legalcode","SCHWEIZER-RENEKE",NA,NA,25.375,NA,NA,5,NA,NA,NA,NA,NA,"453142885",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","MacLetchie, T","PRE 41938",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,2022-10-23
"102",NA,"Alectra vogelii Benth.",3724340,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0166788-0","Magnoliopsida",220,"BARBERTON DIST.; NELSPRUIT; RES. STA., South Africa",NA,NA,NA,NA,NA,"South Africa",174,NA,"d0963cee-1a29-47a2-b9bf-fb0e7690077c",NA,NA,NA,NA,NA,NA,NA,"1931-05-01T00:00:00",NA,NA,"Orobanchaceae",6651,NA,NA,NA,"South Africa","3707997975","Alectra","Alectra",3172194,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,"453142895",NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e",NA,NA,NA,FALSE,"ZA","NE",3707997975,"Plantae",6,NA,"2022-06-30T14:10:36.240+00:00","2022-09-09T03:13:29.552+00:00","2022-09-09T03:13:29.552+00:00",-25.375,"http://creativecommons.org/licenses/by/4.0/legalcode","BARBERTON DIST.; NELSPRUIT; RES. STA.",NA,NA,30.875,NA,NA,5,NA,NA,NA,NA,NA,"453142895",NA,"PRESENT","Lamiales",408,NA,NA,NA,"Tracheophyta",7707728,NA,NA,NA,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Liebenberg, LCC","2587",NA,NA,NA,"Alectra vogelii Benth.","Alectra vogelii",3724340,"vogelii",NA,NA,3724340,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,1931,2022-10-23
